id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
0,-0.654211401939,0.628600656986,-1.110047340393,1.243277788162,-1.241758704185,1.585566997528,-0.582631707191,1.572457075119,0.331607043743,-0.123736657202
1,-0.584577381611,0.571184158325,-0.990907788277,1.131597518921,1.148832321167,1.576422572136,-0.602662324905,1.578224420547,0.378491073847,0.136333137751
2,-0.703150868416,0.699957489967,-0.331477820873,1.423227310181,-1.403504729271,1.564209818840,-0.732558012009,-0.237873613834,1.552854299545,-0.303271949291
3,-0.564704596996,0.567808687687,-0.255135595798,1.450797915459,-1.088903188705,1.567545533180,0.979317724705,-0.085542567074,1.559226512909,-1.243118524551
4,-0.532095491886,0.570455312729,0.240087479353,1.120065927505,-1.071101784706,1.564070940018,0.698154687881,0.257408618927,1.539695620537,-1.255170583725
5,-0.479555606842,0.486365646124,0.678379416466,0.984005987644,-0.647790551186,1.576870799065,0.794319033623,0.190127879381,1.575326323509,-1.410832762718
6,-0.640891730785,0.634147644043,1.223423361778,-1.171113848686,-0.880619227886,1.574210047722,0.940169274807,1.599191188812,1.890065312386,-0.097664058208
7,-0.568015098572,0.613594472408,0.237542986870,1.171894192696,-1.189041376114,1.562850832939,0.764851689339,0.297997146845,1.542810916901,-1.265628695488
8,-0.521244585514,0.571515798569,-3.896166086197,0.256890922785,-5.455228328705,1.585237026215,3.834686756134,-1.835846304893,1.976735472679,-3.357979774475
9,-0.588763952255,0.584360659122,-1.062869787216,1.196343898773,0.869927823544,1.569093942642,-0.644290983677,1.570753455162,0.355258643627,0.153249338269
10,0.567706227303,-0.551718592644,-2.331022500992,2.770656347275,1.050219893456,1.567538022995,0.780257999897,-1.530889630318,3.435706853867,-6.092670440674
11,-0.655593156815,0.345249176025,0.292699187994,1.302272439003,-1.272714376450,1.570956349373,0.031289927661,0.864978909492,1.574422597885,-1.223387122154
12,-0.461547255516,0.485849231482,1.829493999481,0.907916247845,-1.004226803780,1.569582343102,0.775281429291,1.082957744598,1.571908116341,-0.484811544418
13,0.204457372427,0.509849309921,0.316448032856,0.484792053699,1.262309908867,0.300836712122,0.323190689087,0.475825667381,0.185736998916,0.141581341624
14,-0.599295258522,0.639219582081,-0.140839740634,1.229194521904,-1.027712583542,1.570339202881,-0.426333129406,1.367134928703,1.579626560211,-1.267939209938
15,-0.813739717007,0.824727475643,-0.225387826562,1.641312837601,-1.304793834686,1.566216468811,-0.621330022812,1.443415880203,1.564361691475,-1.220241546631
16,-0.768101871014,0.762534499168,-1.465997576714,1.555184721947,0.923943877220,1.576510906219,-0.688206255436,1.589645266533,0.330749899149,0.133035391569
17,-0.463614612818,0.474776625633,0.353470146656,0.933092474937,-0.916657567024,1.577753067017,0.817189395428,0.416627675295,1.571270346642,-1.173940777779
18,0.616480350494,-0.592798471451,-1.256242990494,1.080321192741,-3.455530405045,1.560412049294,-0.947281241417,1.589500069618,-0.302742272615,-1.371799945831
19,-0.675726354122,0.691330254078,1.235908150673,-1.388990998268,0.321172147989,1.576547384262,-0.918970584869,1.619801402092,1.064744114876,-1.368584275246
20,-0.556843578815,0.541112482548,-0.464099377394,1.610767364502,-1.043238043785,1.576570153236,0.996235132217,-0.066448323429,1.574814677238,-1.301404237747
21,-0.607402265072,0.588423430920,1.840569734573,-0.642335355282,-1.061492204666,1.575897097588,0.934283018112,-3.251433849335,4.738214969635,-1.270622134209
22,0.671667337418,-0.680861592293,-1.467458486557,1.547042727470,-3.141028404236,1.574254274368,0.858461022377,1.558961629868,1.876605868340,-1.425951838493
23,-0.728600859642,0.777374804020,-0.099787361920,1.375036358833,-1.528079032898,1.569228172302,-0.527387619019,-0.427640795708,1.583525300026,-0.279562920332
24,-0.446474701166,0.536914408207,0.298180073500,-0.991764128208,0.995531618595,1.559634327888,0.721574783325,1.896062850952,1.612063169479,0.342229723930
25,-0.517350614071,0.530750870705,-0.165352940559,0.687484741211,1.924700021744,1.595140337944,-0.580612838268,1.267613053322,3.347263813019,-2.950795173645
26,-0.609014630318,0.601995527744,-0.475622206926,1.072911381721,-1.260895967484,1.569503307343,-0.774895966053,-0.305352479219,-4.684199333191,-0.277671277523
27,-0.210380062461,-0.588454782963,0.177319407463,-1.136973142624,-3.702324867249,2.833563089371,-1.193354487419,2.169731140137,0.125261217356,-1.723307132721
28,0.186568886042,0.461690217257,0.325942426920,0.524702250957,0.966356158257,0.325381577015,0.350068181753,0.421266257763,0.235642120242,0.129226371646
29,-0.627856135368,0.581578433514,0.121583469212,1.329685449600,-1.086255192757,1.566222429276,0.601005613804,0.344822973013,1.563246130943,-1.318819880486
30,-0.583798646927,0.556043326855,1.086834907532,-0.927963018417,0.791759133339,-1.567852139473,1.002518773079,1.571020245552,1.877942085266,-3.002174615860
31,-0.630923211575,0.664708554745,-1.371899724007,1.245432972908,-3.552685260773,1.571525931358,0.626132130623,-1.564676403999,1.295567512512,-3.315312862396
32,-0.663286387920,0.640134215355,-1.290663957596,1.324126362801,0.636428236961,1.572669982910,-0.628454089165,1.569582581520,1.804120182991,-1.421227335930
33,0.221698209643,0.539851367474,0.297985404730,0.805061817169,1.407660365105,0.302348494530,0.406916439533,0.437654465437,0.221001729369,0.185646995902
34,-0.577157676220,0.589140236378,-0.594956457615,1.795641422272,-1.242152333260,1.567690014839,0.934287250042,-0.059596091509,1.585986256599,-1.258995532990
35,-0.465622395277,0.440997242928,-0.363828271627,0.887116014957,-0.936677336693,1.565626978874,0.826419770718,1.281825542450,-1.580976843834,-0.298350691795
36,-0.618824362755,0.575591862202,-0.249024003744,1.240271925926,-1.159889340401,1.570242285728,0.808483481407,1.262442350388,1.579142570496,-0.317565470934
37,-0.699205577374,0.688853204250,-1.173924207687,1.286558866501,0.638518035412,1.572163581848,-0.618729531765,1.562832236290,0.296730995178,0.132255256176
38,-0.489369213581,0.427869349718,-0.377121329308,1.765892505646,-1.953103303909,1.587317585945,0.853847801685,1.262807607651,1.444886207581,0.197914034128
39,-0.621932625771,0.590999066830,-1.115023374557,1.223569989204,-2.868679285049,1.576344728470,-0.626446247101,1.555206656456,0.303530901670,-0.164795443416
40,-0.385540723801,0.450831323862,0.339368104935,0.859845817089,-0.896629691124,1.563790559769,0.702377557755,0.389991760254,1.558375358582,-1.155162930489
41,-0.672317624092,0.668820500374,1.353681206703,-1.165082097054,0.929912805557,1.569719076157,0.965421855450,1.533235430717,-1.197834849358,0.159032329917
42,-0.604910314083,0.580386877060,-1.040169477463,1.166546463966,0.785970985889,1.577978610992,-0.650116503239,1.571674108505,0.321734458208,0.129182219505
43,-0.503469824791,0.540784537792,0.238332405686,1.025610566139,-0.985288798809,1.581388711929,0.757031619549,0.393742412329,1.560937881470,-1.192578792572
44,-0.735538840294,0.745299041271,-1.357101917267,1.302420973778,-0.457167446613,1.579631686211,0.621361315250,1.598337292671,1.323878169060,-3.261277198792
45,-0.570909559727,0.563906371593,-1.220090389252,1.234974741936,2.576604127884,1.581062674522,-0.673279881477,-1.582853436470,1.861612915993,-1.475673794746
46,-0.567817032337,0.517759144306,-0.332905679941,1.065753459930,-1.107052564621,1.562629699707,0.855542242527,1.250593304634,1.559538602829,-0.336366117001
47,-0.481535434723,0.543070912361,0.382489502430,1.031058073044,-1.011211991310,1.566782951355,0.704175233841,0.277684360743,1.547067284584,-1.237162232399
48,-0.520831942558,0.501854360104,-0.980560541153,-1.018051147461,0.989689350128,1.572960853577,0.771853506565,-0.273546814919,1.580546379089,-1.833665609360
49,-0.437031716108,0.484374821186,0.362669348717,0.956404268742,-0.975866436958,1.574693322182,0.740048229694,0.407578378916,1.560903668404,-1.173082470894
50,-0.591211974621,0.598270595074,-1.379612326622,2.581588029861,-1.198701024055,1.565646290779,0.951986372471,-0.055172100663,1.565469026566,-1.278818011284
51,-0.654499411583,0.661258935928,-0.311824828386,1.703028440475,-1.340162277222,1.563376307487,0.890054464340,-0.096691325307,1.569770812988,-1.202130556107
52,-0.393353074789,0.409392207861,0.430730789900,0.898407697678,1.015572786331,1.581823468208,0.775373876095,0.197314336896,0.151135951281,0.126819550991
53,-0.618773639202,0.645901679993,-0.153907388449,1.327986836433,-0.858048081398,1.568710803986,-0.556116878986,1.390883088112,1.549832344055,-1.299070239067
54,-0.508983373642,0.531534254551,0.199045479298,1.147030711174,-0.909732878208,1.570541262627,0.626236081123,0.372254788876,1.558180451393,-1.256053328514
55,-0.668204545975,0.701316177845,-0.179932922125,1.622195243835,-1.438707113266,1.570475339890,1.048797011375,-0.150906085968,1.619661331177,-1.273948311806
56,0.693693637848,-0.482814401388,-0.192855238914,1.774842977524,-3.345682621002,1.573190212250,1.354519605637,-0.636419832706,2.911180734634,-1.390689134598
57,-0.655070006847,0.653087019920,-1.184093475342,1.216647028923,0.487327754498,1.567559123039,-0.595566987991,1.561786413193,0.274825841188,0.086942575872
58,-0.534809470177,0.547578394413,0.331309020519,0.987723052502,-1.103320240974,1.567550301552,0.760285019875,0.196607530117,1.574237585068,-1.263780117035
59,-0.902979552746,0.655395269394,0.228002235293,2.291864395142,-1.059733986855,1.569267392159,-1.347560763359,0.660625755787,1.745190143585,0.076305672526
60,-0.613439440727,0.619106829166,-1.240436911583,1.203037858009,-2.972097635269,1.566551923752,3.875205039978,-1.576593279839,-3.542476177216,-4.637330532074
61,-0.662111938000,0.719378650188,0.193252250552,1.429624915123,-1.293275117874,1.580426692963,0.650960981846,0.334384232759,1.574734568596,-1.250837445259
62,-0.488661855459,0.521575987339,0.326675653458,0.839454948902,-3.201495647430,1.571733236313,-2.439831495285,0.162371933460,1.600339770317,-1.756647109985
63,-0.675876736641,0.652031421661,-1.218479633331,1.385224819183,-0.121605426073,1.574622869492,-0.646202206612,-1.586490988731,2.245286941528,-1.941826105118
64,-0.556630253792,0.581209182739,-0.109698876739,1.105011940002,-1.200089812279,1.574251532555,0.964562177658,1.192565083504,1.576436281204,-0.304039329290
65,-0.463755160570,0.488455027342,0.453048974276,1.039034008980,-0.467186838388,1.572818994522,0.780006945133,0.237182751298,1.512522459030,-1.316852927208
66,-0.616778552532,0.641562521458,1.355177998543,-1.146602749825,0.869290947914,1.572867035866,0.831265449524,1.585894584656,1.951328277588,0.178269699216
67,-0.606538236141,0.565296053886,0.262673616409,1.446252584457,-1.045608401299,1.561664700508,0.625243127346,0.379601567984,1.532355546951,-1.340173125267
68,-0.509892284870,0.516622781754,0.242371261120,1.049641728401,-0.946036338806,1.562619566917,0.735121071339,0.261322855949,1.556141734123,-1.283697247505
69,-0.256140977144,-0.723677217960,0.166400939226,2.727858304977,2.267589330673,-0.276968955994,-1.174900174141,2.142316818237,-1.788421750069,2.957988977432
70,-0.503747820854,0.525044798851,0.256379872561,1.147037029266,-0.820556700230,1.577917456627,0.665393650532,0.337035000324,1.545911431313,-1.301002860069
71,0.514983177185,-0.534260809422,-0.317972898483,1.054343342781,-1.087348103523,1.568493366241,-0.759491145611,1.222880840302,1.559043288231,-0.356974780560
72,-0.473989576101,0.460099250078,-0.333522707224,1.962628602982,-1.103568553925,1.578282475471,0.849160194397,1.404392600060,-0.168425932527,-1.488223910332
73,-0.671562790871,0.662447869778,1.271405816078,-1.350875139236,-1.155804753304,1.578225493431,2.306395769119,1.583387255669,2.720501184464,-0.103402137756
74,-0.621972680092,0.639857470989,-0.200290590525,-1.417602062225,1.121828079224,1.567356705666,0.965373694897,-0.384215205908,-1.562308549881,-5.003298282623
75,-0.743495047092,0.740550160408,3.165353059769,-1.268598914146,1.767348289490,1.573186159134,-2.383548974991,1.826365590096,1.529990434647,0.254796564579
76,-0.604136049747,0.601675033569,0.190077081323,1.206926584244,-1.132793188095,1.568447828293,0.730633258820,0.191563472152,1.549714446068,-1.278940320015
77,-0.615481853485,0.638301432133,-1.310366272926,1.146091818810,0.319625943899,1.573791146278,0.638310074806,1.581181049347,-0.512498974800,-1.351039886475
78,-2.622031211853,1.332186579704,-3.410980463028,4.718160629272,0.529591679573,-1.571847438812,1.569919109344,-1.567720890045,-7.025156497955,-3.307015895844
79,0.674574077129,-0.656845092773,-0.215644136071,1.273271322250,-1.354976654053,1.566748142242,0.860615313053,-0.328398674726,1.558617711067,-0.278071731329
80,-0.574853897095,0.549142062664,2.190154552460,1.613252282143,-1.166803836823,1.584336757660,0.801955163479,1.683265209198,1.597055673599,-2.980840921402
81,-0.493569254875,0.445124924183,-0.799067735672,0.865343868732,-0.980156064034,4.726606845856,-0.740664839745,-0.320875912905,1.572731971741,-0.346694499254
82,-0.675771236420,0.666443169117,-1.279529929161,1.349608659744,-1.088718414307,1.563276410103,-0.666410684586,1.561121344566,1.948689699173,-1.700060367584
83,-0.623971045017,0.607489645481,-1.138410806656,1.240429520607,-1.319597840309,1.575830698013,-0.627043604851,1.594048261642,1.869514346123,-1.455833077431
84,1.485885739326,-0.072815306485,-1.488707065582,9.902871131897,-9.974612236023,4.683089256287,1.617088079453,-0.638050615788,1.570766925812,-3.900944709778
85,-0.801943361759,0.808447062969,0.190603792667,1.726710796356,-1.471596717834,1.577928423882,0.611447393894,0.345281898975,1.565184116364,-1.270154237747
86,0.523682594299,-0.508474946022,0.618564665318,1.261392116547,-3.373882293701,1.562760472298,2.313265323639,0.229186251760,0.157874196768,-0.129257723689
87,-0.692277848721,0.680316984653,1.482383251190,-1.341273903847,2.555206060410,1.575142264366,0.917231321335,1.572408676147,1.944904327393,0.163267388940
88,-0.460389107466,0.369551509619,-0.429638534784,-1.142005801201,-1.140684485435,1.585405945778,0.896763563156,-0.300011694431,2.944951295853,-0.187084525824
89,0.550485312939,-0.570776104927,0.304811090231,-1.344871163368,5.262150287628,1.576088309288,6.922520637512,4.887887477875,-1.687604546547,-1.807720422745
90,-0.730028271675,0.702642679214,0.325280368328,1.292411327362,-1.570621848106,1.560008645058,0.546700835228,0.134163975716,1.581277132034,-1.111523628235
91,0.480091989040,-0.442054510117,0.477293133736,0.803622126579,0.966747999191,1.564829349518,-0.801415801048,0.213311389089,0.098150812089,0.125635191798
92,-0.571693062782,0.575493454933,-1.142398118973,1.114967226982,-0.947260200977,1.570554018021,0.619758963585,1.571275353432,1.211381673813,-0.077508121729
93,0.200329408050,0.519395887852,-0.187402442098,-0.628180146217,5.468966960907,-2.819360256195,1.264080286026,-0.645954847336,1.399751782417,-1.716127276421
94,0.602576911449,-0.523556947708,-0.361434429884,1.342562556267,0.937153398991,1.571065068245,0.928862690926,1.338878035545,3.364824295044,0.215168014169
95,-0.692296445370,0.675862193108,-1.264072060585,1.376527070999,1.205438733101,1.571891665459,2.522818565369,1.564976453781,0.349486142397,-3.044066905975
96,0.540768623352,-0.507847189903,0.510326802731,-4.994898319244,-1.200127482414,1.571784377098,2.298795223236,3.289299488068,2.936603069305,-0.159308880568
97,-0.601937234402,0.576327562332,0.195259079337,1.371408700943,-1.049691438675,1.585596442223,0.616286039352,0.299355119467,1.572147488594,-1.320179581642
98,-0.618399560452,0.616285324097,1.225797057152,-1.270648837090,0.768727600574,1.572900533676,-0.967660427094,1.576949477196,1.198819518089,-1.479578137398
99,-0.531888782978,0.559501707554,0.349793106318,1.224295854568,-0.956795513630,1.561614274979,0.716576695442,0.252392202616,1.604685902596,-1.338988184929
100,-0.448332935572,0.386669069529,-0.393235772848,1.818264842033,-2.723875522614,1.593965172768,-2.251246690750,-0.224629819393,6.424815177917,-0.148325875401
101,-0.598782360554,0.612857103348,-0.222011879086,1.230658173561,-0.857724547386,1.572660446167,-0.509998440742,1.431744933128,1.566175937653,-1.291254878044
102,-0.751955151558,0.749666452408,-1.407004475594,1.462395548820,1.359962940216,1.565577387810,-0.648458182812,1.558519005775,0.330734044313,0.144725978374
103,0.505281329155,-0.542700469494,-0.245049580932,0.954903960228,-1.006544709206,1.570817232132,-0.710272669792,1.190731644630,1.546594023705,-0.373116344213
104,-0.638942658901,0.690620660782,-0.277761310339,7.438651084900,1.044387817383,-1.562949299812,5.686622142792,-0.304103910923,4.518924713135,2.968875646591
105,0.558096110821,-0.603323698044,-0.805879175663,1.152388572693,-0.063873119652,1.567279577255,1.009134531021,1.533243060112,0.932737052441,-0.684373021126
106,-0.568001687527,0.605705857277,0.453592985868,1.171226978302,-0.725191473961,1.561944961548,0.734653830528,0.197951093316,1.479573488235,-1.321727395058
107,-0.446679472923,0.513827562332,0.291503876448,1.003193140030,-0.895449221134,1.571696639061,0.690580606461,0.317645996809,1.545041084290,-1.245723485947
108,0.788705289364,-0.689871788025,0.229896590114,1.390260577202,-1.224343061447,1.584707379341,-2.540726184845,1.889104723930,1.541153311729,-4.394338607788
109,-0.347281694412,0.445152908564,0.330948531628,0.668833673000,-0.089449547231,1.584627747536,0.493734121323,0.327279746532,0.942580401897,-0.736560881138
110,-0.510909914970,0.503000259399,-0.359222024679,1.023515582085,-0.998851060867,1.577959537506,0.815639555454,-0.340214937925,1.624131202698,-1.893453836441
111,-0.505749583244,0.514195144176,0.659289956093,0.982115089893,-0.943282186985,1.567681550980,0.822818517685,0.496665954590,1.553709745407,-1.102640032768
112,-0.442262798548,0.411208033562,-0.267550051212,2.560108184814,2.812214136124,4.744353771210,0.908592522144,-1.778656363487,1.340917706490,0.179302051663
113,-0.635629236698,0.642986059189,-1.732031345367,3.104300022125,-1.227648854256,1.571159124374,0.888767778873,3.021517992020,1.557674169540,-1.284078121185
