id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
0,0.206413507462,0.462794721127,0.296644628048,0.698974370956,0.864422619343,0.328329533339,0.430606096983,0.427012473345,0.150552958250,0.145378723741
1,0.257189840078,0.474909842014,0.336721271276,0.814741671085,1.225597023964,0.352338463068,0.477410644293,0.413345724344,0.284319281578,0.198036521673
2,0.189714282751,0.462325036526,0.370570689440,0.440310150385,0.861950039864,0.317399501801,0.293999493122,0.391155034304,0.264909058809,0.138363361359
3,0.252788692713,0.425578743219,0.325084149837,0.725693821907,0.987782597542,0.361967355013,0.519296407700,0.400609821081,0.251738309860,0.208714768291
4,0.250866740942,0.535960316658,0.286851406097,1.019714474678,0.992589235306,0.318765699863,0.494711041451,0.443320780993,0.176781624556,0.229010686278
5,0.188032537699,0.437391400337,0.292583525181,0.666922688484,1.104461550713,0.328494995832,0.391327053308,0.440864682198,0.219960644841,0.153113678098
6,0.212418988347,0.559932827950,0.352374345064,0.430596023798,1.562317132950,0.287609666586,0.306127578020,0.477489948273,0.234185650945,0.165480986238
7,0.228766605258,0.593081474304,0.322049587965,0.631224453449,1.226632595062,0.291870534420,0.354722380638,0.476246118546,0.229561507702,0.145656436682
8,0.176401436329,0.423170238733,0.304779022932,0.489414662123,1.050778985023,0.328286498785,0.339660048485,0.432169705629,0.230665102601,0.128707170486
9,0.240034475923,0.552979588509,0.333717077971,0.866456091404,1.040852308273,0.301489204168,0.412544608116,0.425727576017,0.179492443800,0.171346411109
10,0.284956574440,0.516192078590,0.348093658686,1.177856802940,1.301626801491,0.303090453148,0.519373297691,0.347664237022,0.178739577532,0.160110726953
11,0.225439742208,0.572305023670,0.360455334187,0.582869529724,1.336406707764,0.294941216707,0.322017550468,0.461144357920,0.196319043636,0.218323558569
12,0.204312503338,0.505211710930,0.314012110233,0.713567376137,1.761292815208,0.314424604177,0.387567043304,0.405065417290,0.210981413722,0.214819923043
13,0.204382613301,0.509839057922,0.316423743963,0.484867006540,1.262339949608,0.300743430853,0.323138087988,0.475745916367,0.185643643141,0.141587823629
14,0.207158684731,0.251246005297,-0.455145329237,0.609577715397,0.621940493584,0.478719890118,-0.925455629826,1.551427960396,0.477165132761,0.100957229733
15,0.206995353103,0.515928447247,0.335527002811,0.516701579094,1.086518406868,0.300869733095,0.320530921221,0.439821273088,0.246900781989,0.138362824917
16,0.201218053699,0.543878734112,0.466714084148,0.419864982367,0.830250024796,0.287510097027,0.221567183733,0.372644543648,0.287100881338,0.135469168425
17,0.256771802902,0.479481667280,0.340735524893,1.005910873413,0.936523556709,0.336898922920,0.500326693058,0.401015490294,0.233941316605,0.227980867028
18,0.204461991787,0.481790095568,0.295249134302,0.602809250355,1.261564612389,0.315594196320,0.382602840662,0.420965313911,0.212446287274,0.133308187127
19,0.277840316296,0.614058554173,0.326830983162,1.248318195343,1.241472959518,0.289444029331,0.487188220024,0.417126893997,0.167400404811,0.210625171661
20,0.186268612742,0.455708086491,0.276460200548,0.530597805977,1.068452477455,0.314787954092,0.360614657402,0.486176669598,0.212855339050,0.128064125776
